A03.000x001 1
A03.200x001 1
A03.900 1
A03.900x002 1
A03.900x005 1
A03.900x007 1
A03.900x008 1
A03.900x009 1
A03.901 1
A03.902 1
A03.903 1
A03.904 1
A04.000x001 1
A04.000x002 1
A04.400x003 1
A04.400x004 1
A04.401 1
A04.402 1
A04.700 1
A04.700x002 1
A04.701 1
A04.702 1
A04.900 1
A04.901 1
A04.902 1
A05.400 1
A05.400x001 1
A05.800 1
A06.200 1
A06.200x001 1
A06.800x001 1
A06.800x002 1
A06.800x003 1
A06.800x004+N51.2* 1
A06.801 1
A08.100x001 1
A08.101 1
A08.300 1
A08.301 1
A08.400 1
A08.400x003 1
A08.401 1
A08.402 1
A08.500 1
A09.000x001 1
A09.000x003 1
A09.000x006 1
A09.001 1
A09.002 1
A09.003 1
A09.004 1
A09.005 1
A09.006 1
A09.007 1
A15.200x001 2
A15.200x002 2
A15.201 2
A15.202 2
A15.203 2
A15.204 2
A15.205 2
A15.206 2
A15.207 2
A15.601 2
A15.602 2
A15.603 2
A15.604 2
A15.605 2
A15.606 2
A15.607 2
A15.608 2
A15.609 2
A16.900x001 2
A16.900x002 2
A16.900x003 2
A16.900x023 2
A18.200x002 2
A18.200x005 2
A18.200x006 2
A18.200x010 2
A18.201 2
A18.202 2
A18.203 2
A18.205 2
A18.206 2
A18.207 2
A18.208 2
A18.209 2
A18.210 2
A18.211 2
A18.212 2
A18.400x001 2
A18.400x006 2
A18.400x010 2
A18.400x013 2
A18.400x014 2
A18.400x018 2
A18.400x019 2
A18.400x020 2
A18.400x021 2
A18.400x022 2
A18.401 2
A18.402 2
A18.403 2
A18.404 2
A18.405 2
A18.406 2
A18.407 2
A18.408 2
A18.409 2
A18.410 2
A18.411 2
A18.412 2
A18.500x002 2
A18.500x005+H32.0* 2
A18.500x008+H13.1* 2
A18.500x010+H32.0* 2
A18.500x013+H22.0* 2
A18.501+H32.0* 2
A18.502+H32.0* 2
A18.503+H48.8* 2
A18.504+H22.0* 2
A18.506+H19.2* 2
A18.507+H19.0* 2
A19.200 2
A19.200x001 2
A23.900x001 3
A23.900x004 3
A23.900x005+G05.0* 3
A23.900x006 3
A23.901+M49.1* 3
A23.902+M01.3* 3
A23.903+N16.0* 3
A30.900 4
A30.900x002 4
A30.900x005 4
A30.900x006+H19.2* 4
A30.900x008 4
A31.000 4
A31.000x001 4
A31.000x004 4
A31.000x005 4
A31.001 4
A31.002 4
A31.900x001 4
A31.901 4
A36.100 4
A42.800x002 4
A42.800x003+G01* 4
A42.802 4
A42.803 4
A42.804 4
A42.805 4
A42.900 4
A43.100 4
A52.300 5
A52.900 5
A69.200 6
A69.200x002+G63.0* 6
A79.900 7
A79.900x003+G05.2* 7
A79.901 7
A81.000 8
A81.000x002 8
A81.000x004 8
A81.000x006 8
A81.000x007 8
A81.001+F02.1* 8
A81.200 8
A81.200x001 8
A87.900 8
A87.901 8
